Rtg,Rtg,Str,Dis,High,Stock,Symbol,Price,Chg,Chg
99,76,97,D+,52.4,NewFortEnerA,NFE,40.43,-0.59,-61
99,76,96,D+,101.7,WhitigPetro,WLL,78.69,3.74,116
99,74,97,D,131.4,Hess,HES,112.92,5.96,39
99,73,99,C-,18.6,Enerplus,ERF,14.62,0.82,-10
99,68,98,D+,58.5,HfSinclair,DINO,47.51,1.16,7
99,64,99,B-,21.2,AllianceRes,ARLP,18.62,0.06,-40
99,63,98,A,68.8,JinkoSolar,JKS,66.34,-1.53,42
98,99,95,E,32.9,Star Bulk,SBLK,25.07,-0.89,-20
98,99,79,C-,46.7,ComcrlMetal,CMC,35.25,-0.82,24
98,98,96,D-,148,EOGResrce,EOG,118.31,4.55,6
98,98,92,C,211.7,Reliance Steel,RS,172.85,-1.09,-24
98,96,91,C-,34.5,AirTrnspSv,ATSG,30.18,-0.82,-26
98,96,91,B,282.5,EnphasEnrgy,ENPH,190.65,-15.52,-13
98,96,78,B+,19.9,MartenTrns,MRTN,16.81,-0.47,-45
98,95,96,B-,72.3,WR Berkley,WRB,69.09,-0.1,-22
98,95,88,E,5.1,Ring Energy,REI,3.09,0.06,-10
98,94,96,A-,18.2,RattlerMdstr,RTLR,14.54,0.6,-71
98,93,97,B-,9.9,SWEnergy,SWN,7.37,0.17,19
98,92,97,D-,39.1,NorthOilGas,NOG,28.53,0.99,12
98,90,98,E,22.1,ComstckRes,CRK,13.66,0.05,-8
98,90,91,D-,13,ICL Group,ICL,9.42,-0.07,27
98,86,93,B,57.5,MolsonCoorsB,TAP,55.76,0.38,3
98,83,93,D-,61.1,TotalEnergies,TTE,53.3,0.57,-49
98,82,94,D+,84.8,Civitas,CIVI,59.17,2.13,-17
98,82,93,B+,40.2,Adtalem,ATGE,35.32,-1.06,-10
98,81,95,D-,79.3,Mosaic,MOS,49.28,0.54,-10
98,79,95,E,30.3,MagnolO&gCrA,MGY,22.77,0.97,1
98,78,96,E,182.4,Chevron,CVX,149.94,2.37,-22
98,78,96,C-,89.2,PDC Energy,PDCE,66.08,2.36,0
98,78,91,B,47,GSK Plc,GSK,43.35,-0.35,-36
98,77,91,D-,34.3,BPplc,BP,29.07,0.37,3
98,76,99,D-,27.4,LSB Industries,LXU,14.37,0.28,-26
98,76,98,E,146.8,ValeroEngy,VLO,116.25,4.01,38
98,76,97,D,55,SMEnergy,SM,38.6,1.51,-7
98,76,97,B,5.8,Tetra Tech,TTI,4.34,-0.03,-28
98,76,95,C,30.7,AlleghnyTech,ATI,23.11,-0.28,-30
98,76,95,E,45.8,MrphOil,MUR,33.6,0.37,-8
98,76,94,E,20.1,Kimbell Roy,KRP,16.31,0.2,-38
98,76,94,E,111.3,Phillips66,PSX,88.85,1.65,-16
98,76,93,C+,13.4,MRCGlobal,MRC,9.85,-0.14,-17
98,76,91,B-,34.6,Livent,LTHM,23.82,-1,-27
98,76,83,D,6.9,DianaShpg,DSX,4.88,0.03,-51
98,76,76,..,25.6,WoodsideEnrg,WDS,22.47,0.66,-43
98,74,99,C+,73.8,Lantheus,LNTH,63.78,-2.06,-22
97,98,97,B,293.2,VertexPhar,VRTX,276.17,-11.15,1
97,98,92,C+,133.5,AutoNation,AN,115.81,-1.15,-39
97,95,92,B,74.1,BJsWhlClub,BJ,63.62,-1.57,22
97,95,77,B,34.6,DrivenBrands,DRVN,28.11,-0.76,-38
97,94,95,B,33.4,Griffon,GFF,27.81,0.46,31
97,93,92,D-,98.9,ArchrDan,ADM,75.99,-0.05,-38
97,92,96,A-,330.9,Eli Lilly,LLY,317.62,-9.65,-15
97,90,92,C,62.8,Kroger,KR,48.43,-0.27,-46
97,90,91,D-,100.7,TysonFds,TSN,85.62,-0.19,-43
97,88,95,B-,231.6,Hershey,HSY,218.42,-2.54,-12
97,88,88,B+,42,AllisnTran,ALSN,38.67,-0.2,-26
97,87,92,B,472.7,Humana,HUM,462.19,-2.2,8
97,87,71,B-,67.8,SonocoProd,SON,56.86,-0.7,-35
97,84,94,E,76,NatlFuelGas,NFG,67.6,0.17,-1
97,83,93,E,71.7,AstraZnca,AZN,65.93,-0.58,3
97,83,93,E,29.5,WstrnMidstrm,WES,24.64,0.74,14
97,83,87,B-,75.9,BrwnFrmnB,BFB,71.16,-0.84,21
97,81,97,D,63.3,Ovintiv,OVV,48.67,1.39,0
97,81,94,D+,24.2,CNX Rsrces,CNX,17.61,0.38,13
97,80,98,A+,43.5,Grocery Outlet,GO,42.5,-0.86,-7
97,80,95,E,61.7,Shell Plc,SHEL,53.15,1.31,0
97,79,83,D,78.8,EagleBlk,EGLE,53.01,-0.35,-33
97,77,92,C,91.5,Sysco,SYY,85.05,-1.05,-20
97,77,90,E,39.5,DCP Midstrm,DCP,30.75,1.21,11
97,76,99,B-,44.1,PBF Energy A,PBF,34.06,0.94,-24
97,76,99,D+,19.8,Titan,TWI,16.07,-0.26,-41
97,76,98,E,52,APA,APA,38.77,1.3,-8
97,76,98,D-,2.1,GranTra gn,GTE,1.28,0.05,-8
97,76,97,D,114.3,MarathonPet,MPC,88.69,0.75,-29
97,76,95,A,34.6,Evolent,EVH,30.94,-0.87,-21
97,76,94,..,23.6,ProfracHldgA,PFHC,19.5,-0.21,-53
97,72,91,B,99.2,AmerenCo,AEE,89.6,0.63,6
97,70,91,C,8.7,CatalystPhr,CPRX,6.88,-0.22,-18
97,68,99,B+,43.6,CVREnergy,CVI,37.05,1.09,24
97,67,99,B+,15.1,Torm A,TRMD,14.27,-0.22,-63
97,66,96,B,35.3,SJerseyInd,SJI,33.84,-0.13,-54
97,47,96,C,13.6,PetrolBras,PBRA,10.75,0.06,-16
97,45,96,B,60,CalMneFds,CALM,49.3,-1.64,-19
96,98,93,B-,41.8,Stride,LRN,37.77,0.16,-62
96,98,92,C,68.7,WrldWrstlng,WWE,61.15,0.15,-12
96,98,52,D-,91.3,Denbury,DEN,65.01,-0.13,-6
96,97,98,B-,33.4,Flex LNG,FLNG,27.67,-1.05,-14
96,97,97,D-,53.6,Ranger Oil,ROCC,35.26,0.92,18
96,97,91,C,129.1,AMNHlthcr,AMN,111.41,-1.04,-4
96,97,80,D-,73.9,BHP Grp,BHP,58.19,0.51,-26
96,94,96,B-,80.6,BristolMyrsSqb,BMY,78.7,-1.28,-42
96,93,93,D+,89.9,Centene,CNC,84.33,-0.24,-18
96,93,91,A,76.2,RitchieBros,RBA,62.56,0.08,23
96,93,80,E,64.2,Cactus A,WHD,42.03,0.8,55
96,92,92,B-,56.9,KBR,KBR,47.7,-0.47,-18
96,91,93,D+,167.2,Amerisrce,ABC,143.19,-6.03,2
96,90,97,C+,339.9,McKesson,MCK,321.55,-4.69,-31
96,90,80,B+,50.1,PNMResrces,PNM,47.28,0.05,-25
96,90,79,C,47,SilganHldg,SLGN,41.95,-0.65,-29
96,90,76,A-,303.7,AmerTower,AMT,252.93,-6.4,-28
96,87,79,B,65.4,AlliantEnrgy,LNT,58.03,0.1,-37
96,86,96,B,220.8,LPLFncl,LPLA,191.44,-0.76,-56
96,86,94,B-,25.7,Corcept,CORT,24.38,-0.72,-27
96,85,91,D-,143,GenuinePrts,GPC,135.45,-1.69,-20
96,82,91,B+,91.5,BoozAllen,BAH,87.58,-1.13,-25
96,81,95,D-,16.5,Golden Ocean,GOGL,11.56,-0.57,-17
96,80,97,B,54,Harmony Bio,HRMY,50.61,-1.51,-37
96,79,95,D-,29,GrindrodShip,GRIN,18.93,-0.66,-56
96,78,97,C+,37.4,RangeResrce,RRC,27.65,0.54,-24
96,78,96,E,44,Halliburton,HAL,33.19,0.96,-3
96,77,93,B-,122.2,NovoNrdsk,NVO,108.3,-4.59,-2
96,76,99,C,8.5,Kosmos,KOS,6.72,0.32,-19
96,76,98,C,5.5,TransGlb,TGA,3.85,0.25,14
96,76,95,C,26.2,Timkensteel,TMST,19.32,-0.46,-56
96,76,88,D-,12.6,Now,DNOW,9.59,-0.06,-42
96,76,64,B-,65,Hexcel,HXL,52.3,0.62,-30
96,73,97,A-,242.9,UnitdThrp,UTHR,234.02,-7.12,-25
96,72,93,C+,27,Mattel,MAT,23.22,-0.36,-58
96,71,77,B-,206.3,ChartInds,GTLS,162.31,-3.82,-43
96,68,93,B-,32.6,Nisource,NI,29.35,0.19,-30
96,66,99,E,24.9,CenovusEngy,CVE,20.32,0.73,-13
96,63,93,D+,11.6,SFL Corp,SFL,9.58,-0.03,-44
96,47,96,D,14.9,PetroleoBras,PBR,11.89,0.11,-19
95,96,91,C-,58.3,SuperMicro,SMCI,41.8,-1.48,-40
95,93,95,B,33,Alkermes,ALKS,30.39,0.62,-33
95,91,94,C-,98.7,SiliconMot,SIMO,82.27,-1.16,-70
95,89,94,C-,553.3,UnitedHlth,UNH,508.44,2.78,43
95,88,88,C-,187,ArthurJGallagr,AJG,163.18,-2.05,-9
95,88,83,B-,438.6,Ulta Beauty,ULTA,385.9,-14.59,-23
95,84,92,C,50.2,Avnet,AVT,42.87,-0.76,-28
95,83,97,B-,177.2,DollarTree,DLTR,153.57,-3.56,-40
95,82,93,C+,65.7,AssuredGty,AGO,57.02,0.17,-37
95,78,98,D-,10.1,VistaEnrgSab,VIST,7.99,0.45,-15
95,78,88,A-,18.1,VerraMobility,VRRM,15.79,-0.31,-31
95,77,97,B-,24.6,CrnrstnBld,CNR,24.5,0.05,-60
95,77,91,B-,99.9,MonstrBev,MNST,90.81,-3.4,10
95,76,99,D,12.5,NexTierOil,NEX,10.04,0.46,-10
95,76,93,B,8.4,ArcosDorad,ARCO,6.85,-0.07,-38
95,76,93,B,61.4,AXISCapital,AXS,57.24,-0.32,-44
95,75,99,D-,48.8,Antero Rsrcs,AR,34.89,0.84,-33
95,73,99,D,14.7,SanJuanB,SJT,9.88,0.09,-25
95,73,98,C,36.3,Meritor,MTOR,36.2,-0.03,-51
95,72,99,B-,3.5,Assertio,ASRT,2.85,-0.04,39
95,70,93,B,78.6,Cabot,CBT,64.86,-0.89,-40
95,70,92,E,28.6,Entprs Prods,EPD,24.77,0.63,48
95,70,83,D-,120.9,Laredo Petrol,LPI,80.15,4.03,-20
95,68,91,B-,186.2,JazzPharm,JAZZ,155.24,-1.45,-22
95,50,96,B-,95.6,Southw Gas,SWX,87.46,-2.06,-38
94,98,98,D-,44.5,Amphastar,AMPH,33.25,-1.03,-55
94,98,76,B-,30.4,CrossCntry,CCRN,20.22,-0.06,8
94,96,91,A-,23.5,Exelixis,EXEL,20.94,-1.28,-23
94,96,90,B+,50.8,PriviaHlth,PRVA,29.21,-0.57,18
94,96,62,E,17.2,Costsmare,CMRE,12.25,-0.2,-21
94,95,69,D+,70.7,SealAir,SEE,58.31,-1.16,-11
94,94,95,C-,273.6,CIGNA,CI,266.21,-1.67,-16
94,91,75,B-,389.7,SolarEdge,SEDG,279.24,-19.28,-23
94,90,95,B-,175.9,AbbVie,ABBV,152.49,-0.65,-25
94,89,77,C,168.5,PackagCpAmer,PKG,138.95,-2.74,-17
94,88,59,B-,142.6,AbbottLab,ABT,106.97,-2.11,-27
